iteration,fold,error_rate,train_accuracy,test_accuracy,coverage,f1_score,AUC,precision,recall
iteration_0,fold_0,0.18518518518518523,1.0,0.8148148148148148,1.0,0.8979591836734693,0.5,0.8148148148148148,1.0
iteration_0,fold_1,0.18518518518518523,1.0,0.8148148148148148,1.0,0.8979591836734693,0.5,0.8148148148148148,1.0
iteration_0,fold_2,0.2222222222222222,0.8125,0.7777777777777778,0.6296296296296297,0.8421052631578947,0.7976190476190477,0.9411764705882353,0.7619047619047619
iteration_0,fold_3,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_0,fold_4,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_0,fold_5,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_0,fold_6,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_0,fold_7,0.1923076923076923,0.995850622406639,0.8076923076923077,1.0,0.8936170212765957,0.5,0.8076923076923077,1.0
iteration_0,fold_8,0.1923076923076923,0.995850622406639,0.8076923076923077,1.0,0.8936170212765957,0.5,0.8076923076923077,1.0
iteration_0,fold_9,0.1923076923076923,1.0,0.8076923076923077,1.0,0.8936170212765957,0.5,0.8076923076923077,1.0
iteration_1,fold_0,0.18518518518518523,1.0,0.8148148148148148,1.0,0.8979591836734693,0.5,0.8148148148148148,1.0
iteration_1,fold_1,0.18518518518518523,1.0,0.8148148148148148,1.0,0.8979591836734693,0.5,0.8148148148148148,1.0
iteration_1,fold_2,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_1,fold_3,0.2592592592592593,0.7833333333333333,0.7407407407407407,0.5925925925925926,0.8108108108108109,0.773809523809524,0.9375,0.7142857142857143
iteration_1,fold_4,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_1,fold_5,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_1,fold_6,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_1,fold_7,0.23076923076923073,0.7883817427385892,0.7692307692307693,0.6538461538461539,0.8421052631578947,0.7809523809523811,0.9411764705882353,0.7619047619047619
iteration_1,fold_8,0.1923076923076923,1.0,0.8076923076923077,1.0,0.8936170212765957,0.5,0.8076923076923077,1.0
iteration_1,fold_9,0.1923076923076923,1.0,0.8076923076923077,1.0,0.8936170212765957,0.5,0.8076923076923077,1.0
iteration_2,fold_0,0.18518518518518523,1.0,0.8148148148148148,1.0,0.8979591836734693,0.5,0.8148148148148148,1.0
iteration_2,fold_1,0.2222222222222222,1.0,0.7777777777777778,0.9629629629629629,0.875,0.4772727272727273,0.8076923076923077,0.9545454545454546
iteration_2,fold_2,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_2,fold_3,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_2,fold_4,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_2,fold_5,0.2962962962962963,0.8,0.7037037037037037,0.7037037037037037,0.8,0.6309523809523809,0.8421052631578947,0.7619047619047619
iteration_2,fold_6,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_2,fold_7,0.1923076923076923,0.995850622406639,0.8076923076923077,1.0,0.8936170212765957,0.5,0.8076923076923077,1.0
iteration_2,fold_8,0.1923076923076923,1.0,0.8076923076923077,1.0,0.8936170212765957,0.5,0.8076923076923077,1.0
iteration_2,fold_9,0.2692307692307693,0.8091286307053942,0.7307692307692307,0.6923076923076923,0.8205128205128205,0.680952380952381,0.8888888888888888,0.7619047619047619
iteration_3,fold_0,0.18518518518518523,1.0,0.8148148148148148,1.0,0.8979591836734693,0.5,0.8148148148148148,1.0
iteration_3,fold_1,0.18518518518518523,1.0,0.8148148148148148,1.0,0.8979591836734693,0.5,0.8148148148148148,1.0
iteration_3,fold_2,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_3,fold_3,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_3,fold_4,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_3,fold_5,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_3,fold_6,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_3,fold_7,0.1923076923076923,0.995850622406639,0.8076923076923077,1.0,0.8936170212765957,0.5,0.8076923076923077,1.0
iteration_3,fold_8,0.1923076923076923,1.0,0.8076923076923077,1.0,0.8936170212765957,0.5,0.8076923076923077,1.0
iteration_3,fold_9,0.1923076923076923,1.0,0.8076923076923077,1.0,0.8936170212765957,0.5,0.8076923076923077,1.0
iteration_4,fold_0,0.2592592592592593,0.7708333333333334,0.7407407407407407,0.6296296296296297,0.8205128205128205,0.7636363636363637,0.9411764705882353,0.7272727272727273
